country,year,sex,age,people
Germany,2000,1,50,2439.257
Germany,2000,1,55,2633.727
Germany,2000,1,60,2736.049
Germany,2000,1,65,1848.917
Germany,2000,1,70,1531.074
Germany,2000,1,75,947.618
Germany,2000,1,80,376.01
Germany,2000,1,85,264.862
Germany,2000,1,90,79.432
Germany,2000,1,95,11.552
Germany,2000,1,100,0.807
Germany,2005,1,0,1828.175
Germany,2005,1,5,2012.655
Germany,2005,1,10,2123.453
Germany,2005,1,15,2425.585
Germany,2005,1,20,2434.499
Germany,2005,1,25,2294.119
Germany,2005,1,30,2496.56
Germany,2005,1,35,3497.872
Germany,2005,1,40,3640.291
Germany,2005,1,45,3250.796
Germany,2005,1,50,2769.983
Germany,2005,1,55,2305.294
Germany,2005,1,60,2445.951
Germany,2005,1,65,2497.871
Germany,2005,1,70,1598.456
Germany,2005,1,75,1210.884
Germany,2005,1,80,646.278
Germany,2005,1,85,197.657
Germany,2005,1,90,91.245
Germany,2005,1,95,15.74
Germany,2005,1,100,1.213
Germany,2010,1,0,1714.688
Germany,2010,1,5,1843.207
Germany,2010,1,10,2024.5
Germany,2010,1,15,2154.054
Germany,2010,1,20,2470.606
Germany,2010,1,25,2525.749
Germany,2010,1,30,2328.706
Germany,2010,1,35,2411.795
Germany,2010,1,40,3414.831
Germany,2010,1,45,3544.198
Germany,2010,1,50,3128.681
Germany,2010,1,55,2650.626
Germany,2010,1,60,2138.917
Germany,2010,1,65,2221.032
Germany,2010,1,70,2211.893
Germany,2010,1,75,1305.846
Germany,2010,1,80,863.201
Germany,2010,1,85,364.009
Germany,2010,1,90,74.303
Germany,2010,1,95,19.733
Germany,2010,1,100,1.799
Germany,2015,1,0,1738.932
Germany,2015,1,5,1741.238
Germany,2015,1,10,1857.149
Germany,2015,1,15,2061.64
Germany,2015,1,20,2240.801
Germany,2015,1,25,2579.31
Germany,2015,1,30,2617.531
Germany,2015,1,35,2392.2
Germany,2015,1,40,2446.664
Germany,2015,1,45,3410.685
Germany,2015,1,50,3499.151
Germany,2015,1,55,3050.034
Germany,2015,1,60,2541.791
Germany,2015,1,65,2002.94
Germany,2015,1,70,1997.331
Germany,2015,1,75,1846.682
Germany,2015,1,80,959.241
Germany,2015,1,85,506.059
Germany,2015,1,90,143.867
Germany,2015,1,95,17.024
Germany,2015,1,100,2.454
Luxembourg,1950,1,0,10.0
Luxembourg,1950,1,5,10.0
Luxembourg,1950,1,10,10.0
Luxembourg,1950,1,15,13.0
Luxembourg,1950,1,20,12.0
Luxembourg,1950,1,25,10.0
Luxembourg,1950,1,30,10.0
Luxembourg,1950,1,35,12.0
Luxembourg,1950,1,40,12.0
Luxembourg,1950,1,45,11.0
Luxembourg,1950,1,50,9.0
Luxembourg,1950,1,55,8.0
Luxembourg,1950,1,60,7.0
Luxembourg,1950,1,65,6.0
Luxembourg,1950,1,70,3.889
Luxembourg,1950,1,75,2.426
Luxembourg,1950,1,80,1.686
Luxembourg,1950,1,85,0.0
Luxembourg,1950,1,90,0.0
Luxembourg,1950,1,95,0.0
Luxembourg,1950,1,100,0.0
Luxembourg,1955,1,0,11.0
Luxembourg,1955,1,5,10.0
Luxembourg,1955,1,10,10.0
Luxembourg,1955,1,15,10.0
Luxembourg,1955,1,20,12.0
Luxembourg,1955,1,25,13.0
Luxembourg,1955,1,30,11.0
Luxembourg,1955,1,35,10.0
Luxembourg,1955,1,40,12.0
Luxembourg,1955,1,45,12.0
Luxembourg,1955,1,50,11.0
Luxembourg,1955,1,55,9.0
Luxembourg,1955,1,60,7.0
Luxembourg,1955,1,65,6.0
Luxembourg,1955,1,70,4.278
Luxembourg,1955,1,75,2.73
Luxembourg,1955,1,80,2.117
Luxembourg,1955,1,85,0.0
Luxembourg,1955,1,90,0.0
Luxembourg,1955,1,95,0.0
Luxembourg,1955,1,100,0.0
Luxembourg,1960,1,0,12.47
Luxembourg,1960,1,5,11.35
Luxembourg,1960,1,10,10.231
Luxembourg,1960,1,15,10.152
Luxembourg,1960,1,20,11.329
Luxembourg,1960,1,25,12.146
Luxembourg,1960,1,30,12.739
Luxembourg,1960,1,35,9.856
Luxembourg,1960,1,40,8.86
Luxembourg,1960,1,45,11.378
Luxembourg,1960,1,50,11.568
Luxembourg,1960,1,55,10.305
Luxembourg,1960,1,60,7.967
Luxembourg,1960,1,65,5.93
Luxembourg,1960,1,70,4.214
Luxembourg,1960,1,75,2.729
Luxembourg,1960,1,80,2.145
Luxembourg,1960,1,85,0.0
Luxembourg,1960,1,90,0.0
Luxembourg,1960,1,95,0.0
Luxembourg,1960,1,100,0.0
Luxembourg,1965,1,0,13.065
Luxembourg,1965,1,5,12.736
Luxembourg,1965,1,10,11.679
Luxembourg,1965,1,15,11.112
Luxembourg,1965,1,20,11.06
Luxembourg,1965,1,25,11.93
Luxembourg,1965,1,30,12.359
Luxembourg,1965,1,35,12.846
Luxembourg,1965,1,40,9.837
Luxembourg,1965,1,45,8.756
Luxembourg,1965,1,50,10.937
Luxembourg,1965,1,55,10.734
Luxembourg,1965,1,60,9.089
Luxembourg,1965,1,65,6.702
Luxembourg,1965,1,70,4.55
Luxembourg,1965,1,75,2.836
Luxembourg,1965,1,80,2.238
Luxembourg,1965,1,85,0.0
Luxembourg,1965,1,90,0.0
Luxembourg,1965,1,95,0.0
Luxembourg,1965,1,100,0.0
Luxembourg,1970,1,0,12.234
Luxembourg,1970,1,5,13.234
Luxembourg,1970,1,10,13.023
Luxembourg,1970,1,15,12.36
Luxembourg,1970,1,20,11.514
Luxembourg,1970,1,25,11.604
Luxembourg,1970,1,30,12.076
Luxembourg,1970,1,35,12.397
Luxembourg,1970,1,40,12.797
Luxembourg,1970,1,45,9.608
Luxembourg,1970,1,50,8.369
Luxembourg,1970,1,55,10.085
Luxembourg,1970,1,60,9.361
Luxembourg,1970,1,65,7.517
Luxembourg,1970,1,70,5.024
Luxembourg,1970,1,75,2.975
Luxembourg,1970,1,80,2.26
Luxembourg,1970,1,85,0.0
Luxembourg,1970,1,90,0.0
Luxembourg,1970,1,95,0.0
Luxembourg,1970,1,100,0.0
Luxembourg,1975,1,0,10.754
Luxembourg,1975,1,5,12.738
Luxembourg,1975,1,10,13.658
Luxembourg,1975,1,15,13.776
Luxembourg,1975,1,20,13.754
Luxembourg,1975,1,25,13.481
Luxembourg,1975,1,30,12.603
Luxembourg,1975,1,35,12.562
Luxembourg,1975,1,40,12.671
Luxembourg,1975,1,45,12.767
Luxembourg,1975,1,50,9.392
Luxembourg,1975,1,55,7.751
Luxembourg,1975,1,60,8.854
Luxembourg,1975,1,65,7.773
Luxembourg,1975,1,70,5.604
Luxembourg,1975,1,75,3.279
Luxembourg,1975,1,80,2.394
Luxembourg,1975,1,85,0.0
Luxembourg,1975,1,90,0.0
Luxembourg,1975,1,95,0.0
Luxembourg,1975,1,100,0.0
Luxembourg,1980,1,0,10.495
Luxembourg,1980,1,5,11.196
Luxembourg,1980,1,10,13.209
Luxembourg,1980,1,15,14.147
Luxembourg,1980,1,20,14.485
Luxembourg,1980,1,25,14.6
Luxembourg,1980,1,30,14.576
Luxembourg,1980,1,35,12.825
Luxembourg,1980,1,40,12.409
Luxembourg,1980,1,45,12.38
Luxembourg,1980,1,50,12.185
Luxembourg,1980,1,55,8.688
Luxembourg,1980,1,60,6.893
Luxembourg,1980,1,65,7.373
Luxembourg,1980,1,70,5.962
Luxembourg,1980,1,75,3.698
Luxembourg,1980,1,80,2.579
Luxembourg,1980,1,85,0.0
Luxembourg,1980,1,90,0.0
Luxembourg,1980,1,95,0.0
Luxembourg,1980,1,100,0.0
Luxembourg,1985,1,0,10.862
Luxembourg,1985,1,5,10.503
Luxembourg,1985,1,10,11.022
Luxembourg,1985,1,15,13.197
Luxembourg,1985,1,20,14.786
Luxembourg,1985,1,25,15.163
Luxembourg,1985,1,30,14.922
Luxembourg,1985,1,35,14.385
Luxembourg,1985,1,40,12.313
Luxembourg,1985,1,45,11.926
Luxembourg,1985,1,50,11.631
Luxembourg,1985,1,55,11.318
Luxembourg,1985,1,60,7.6
Luxembourg,1985,1,65,5.792
Luxembourg,1985,1,70,5.846
Luxembourg,1985,1,75,4.061
Luxembourg,1985,1,80,2.941
Luxembourg,1985,1,85,0.0
Luxembourg,1985,1,90,0.0
Luxembourg,1985,1,95,0.0
Luxembourg,1985,1,100,0.0
Luxembourg,1990,1,0,11.907
Luxembourg,1990,1,5,11.224
Luxembourg,1990,1,10,10.776
Luxembourg,1990,1,15,11.424
Luxembourg,1990,1,20,14.461
Luxembourg,1990,1,25,16.757
Luxembourg,1990,1,30,16.459
Luxembourg,1990,1,35,15.547
Luxembourg,1990,1,40,14.515
Luxembourg,1990,1,45,12.248
Luxembourg,1990,1,50,11.593
Luxembourg,1990,1,55,10.864
Luxembourg,1990,1,60,10.19
Luxembourg,1990,1,65,6.576
Luxembourg,1990,1,70,4.629
Luxembourg,1990,1,75,4.213
Luxembourg,1990,1,80,2.308
Luxembourg,1990,1,85,0.876
Luxembourg,1990,1,90,0.206
Luxembourg,1990,1,95,0.029
Luxembourg,1990,1,100,0.002
Luxembourg,1995,1,0,14.054
Luxembourg,1995,1,5,12.731
Luxembourg,1995,1,10,11.782
Luxembourg,1995,1,15,11.35
Luxembourg,1995,1,20,13.114
Luxembourg,1995,1,25,16.834
Luxembourg,1995,1,30,18.309
Luxembourg,1995,1,35,17.172
Luxembourg,1995,1,40,15.791
Luxembourg,1995,1,45,14.533
Luxembourg,1995,1,50,11.965
Luxembourg,1995,1,55,11.02
Luxembourg,1995,1,60,9.998
Luxembourg,1995,1,65,9.041
Luxembourg,1995,1,70,5.422
Luxembourg,1995,1,75,3.386
Luxembourg,1995,1,80,2.528
Luxembourg,1995,1,85,1.049
Luxembourg,1995,1,90,0.266
Luxembourg,1995,1,95,0.037
Luxembourg,1995,1,100,0.003
Luxembourg,2000,1,0,14.679
Luxembourg,2000,1,5,14.557
Luxembourg,2000,1,10,13.181
Luxembourg,2000,1,15,12.418
Luxembourg,2000,1,20,12.848
Luxembourg,2000,1,25,15.638
Luxembourg,2000,1,30,18.795
Luxembourg,2000,1,35,19.347
Luxembourg,2000,1,40,17.638
Luxembourg,2000,1,45,15.706
Luxembourg,2000,1,50,14.161
Luxembourg,2000,1,55,11.442
Luxembourg,2000,1,60,10.074
Luxembourg,2000,1,65,8.87
Luxembourg,2000,1,70,7.603
Luxembourg,2000,1,75,4.13
Luxembourg,2000,1,80,2.096
Luxembourg,2000,1,85,1.21
Luxembourg,2000,1,90,0.34
Luxembourg,2000,1,95,0.051
Luxembourg,2000,1,100,0.004
Luxembourg,2005,1,0,14.292
Luxembourg,2005,1,5,14.893
Luxembourg,2005,1,10,14.691
Luxembourg,2005,1,15,13.593
Luxembourg,2005,1,20,13.507
Luxembourg,2005,1,25,14.588
Luxembourg,2005,1,30,17.006
Luxembourg,2005,1,35,19.546
Luxembourg,2005,1,40,19.735
Luxembourg,2005,1,45,17.641
Luxembourg,2005,1,50,15.404
Luxembourg,2005,1,55,13.538
Luxembourg,2005,1,60,10.422
Luxembourg,2005,1,65,8.992
Luxembourg,2005,1,70,7.651
Luxembourg,2005,1,75,5.991
Luxembourg,2005,1,80,2.819
Luxembourg,2005,1,85,1.101
Luxembourg,2005,1,90,0.44
Luxembourg,2005,1,95,0.075
Luxembourg,2005,1,100,0.006
Luxembourg,2010,1,0,14.791
Luxembourg,2010,1,5,15.491
Luxembourg,2010,1,10,15.811
Luxembourg,2010,1,15,15.466
Luxembourg,2010,1,20,15.287
Luxembourg,2010,1,25,17.838
Luxembourg,2010,1,30,18.912
Luxembourg,2010,1,35,19.675
Luxembourg,2010,1,40,21.719
Luxembourg,2010,1,45,21.007
Luxembourg,2010,1,50,18.127
Luxembourg,2010,1,55,15.264
Luxembourg,2010,1,60,12.795
Luxembourg,2010,1,65,9.532
Luxembourg,2010,1,70,7.944
Luxembourg,2010,1,75,6.464
Luxembourg,2010,1,80,4.099
Luxembourg,2010,1,85,1.543
Luxembourg,2010,1,90,0.419
Luxembourg,2010,1,95,0.101
Luxembourg,2010,1,100,0.01
Luxembourg,2015,1,0,16.353
Luxembourg,2015,1,5,15.368
Luxembourg,2015,1,10,16.092
Luxembourg,2015,1,15,17.408
Luxembourg,2015,1,20,18.63
Luxembourg,2015,1,25,20.277
Luxembourg,2015,1,30,22.201
Luxembourg,2015,1,35,21.38
Luxembourg,2015,1,40,22.404
Luxembourg,2015,1,45,24.597
Luxembourg,2015,1,50,21.885
Luxembourg,2015,1,55,18.256
Luxembourg,2015,1,60,14.704
Luxembourg,2015,1,65,11.874
Luxembourg,2015,1,70,8.516
Luxembourg,2015,1,75,6.464
Luxembourg,2015,1,80,5.13
Luxembourg,2015,1,85,2.338
Luxembourg,2015,1,90,0.614
Luxembourg,2015,1,95,0.109
Luxembourg,2015,1,100,0.015
Cuba,1950,1,0,397.277
Cuba,1950,1,5,364.706
Cuba,1950,1,10,335.09
Cuba,1950,1,15,287.954
Cuba,1950,1,20,254.603
Cuba,1950,1,25,224.69
Cuba,1950,1,30,208.647
Cuba,1950,1,35,198.399
Cuba,1950,1,40,182.935
Cuba,1950,1,45,166.331
Cuba,1950,1,50,121.508
Cuba,1950,1,55,89.27
Cuba,1950,1,60,85.128
Cuba,1950,1,65,60.528
Cuba,1950,1,70,39.399
Cuba,1950,1,75,22.823
Cuba,1950,1,80,17.841
Cuba,1950,1,85,0.0
Cuba,1950,1,90,0.0
Cuba,1950,1,95,0.0
Cuba,1950,1,100,0.0
Cuba,1955,1,0,453.017
Cuba,1955,1,5,384.534
Cuba,1955,1,10,360.65
Cuba,1955,1,15,330.28
Cuba,1955,1,20,281.695
Cuba,1955,1,25,247.92
Cuba,1955,1,30,218.194
Cuba,1955,1,35,201.816
Cuba,1955,1,40,190.778
Cuba,1955,1,45,174.454
Cuba,1955,1,50,156.76
Cuba,1955,1,55,112.582
Cuba,1955,1,60,80.746
Cuba,1955,1,65,73.469
Cuba,1955,1,70,47.79
Cuba,1955,1,75,25.936
Cuba,1955,1,80,17.434
Cuba,1955,1,85,0.0
Cuba,1955,1,90,0.0
Cuba,1955,1,95,0.0
Cuba,1955,1,100,0.0
Cuba,1960,1,0,452.813
Cuba,1960,1,5,441.228
Cuba,1960,1,10,380.127
Cuba,1960,1,15,354.644
Cuba,1960,1,20,322.532
Cuba,1960,1,25,273.856
Cuba,1960,1,30,240.333
Cuba,1960,1,35,210.701
Cuba,1960,1,40,194.015
Cuba,1960,1,45,182.258
Cuba,1960,1,50,165.02
Cuba,1960,1,55,146.324
Cuba,1960,1,60,102.903
Cuba,1960,1,65,70.512
Cuba,1960,1,70,58.966
Cuba,1960,1,75,32.528
Cuba,1960,1,80,19.605
Cuba,1960,1,85,0.0
Cuba,1960,1,90,0.0
Cuba,1960,1,95,0.0
Cuba,1960,1,100,0.0
Cuba,1965,1,0,627.741
Cuba,1965,1,5,439.662
Cuba,1965,1,10,432.651
Cuba,1965,1,15,366.605
Cuba,1965,1,20,338.434
Cuba,1965,1,25,306.483
Cuba,1965,1,30,258.557
Cuba,1965,1,35,225.908
Cuba,1965,1,40,197.398
Cuba,1965,1,45,181.347
Cuba,1965,1,50,169.668
Cuba,1965,1,55,153.187
Cuba,1965,1,60,135.063
Cuba,1965,1,65,90.857
Cuba,1965,1,70,57.467
Cuba,1965,1,75,41.395
Cuba,1965,1,80,24.827
Cuba,1965,1,85,0.0
Cuba,1965,1,90,0.0
Cuba,1965,1,95,0.0
Cuba,1965,1,100,0.0
Cuba,1970,1,0,625.013
Cuba,1970,1,5,615.124
Cuba,1970,1,10,430.897
Cuba,1970,1,15,417.788
Cuba,1970,1,20,349.342
Cuba,1970,1,25,321.564
Cuba,1970,1,30,290.188
Cuba,1970,1,35,243.431
Cuba,1970,1,40,212.197
Cuba,1970,1,45,184.819
Cuba,1970,1,50,169.278
Cuba,1970,1,55,158.533
Cuba,1970,1,60,142.776
Cuba,1970,1,65,120.557
Cuba,1970,1,70,75.176
Cuba,1970,1,75,41.576
Cuba,1970,1,80,32.824
Cuba,1970,1,85,0.0
Cuba,1970,1,90,0.0
Cuba,1970,1,95,0.0
Cuba,1970,1,100,0.0
Cuba,1975,1,0,580.517
Cuba,1975,1,5,615.632
Cuba,1975,1,10,607.377
Cuba,1975,1,15,418.449
Cuba,1975,1,20,402.964
Cuba,1975,1,25,335.142
Cuba,1975,1,30,307.837
Cuba,1975,1,35,277.26
Cuba,1975,1,40,231.713
Cuba,1975,1,45,201.223
Cuba,1975,1,50,174.22
Cuba,1975,1,55,159.253
Cuba,1975,1,60,148.251
Cuba,1975,1,65,128.137
Cuba,1975,1,70,101.332
Cuba,1975,1,75,56.635
Cuba,1975,1,80,39.061
Cuba,1975,1,85,0.0
Cuba,1975,1,90,0.0
Cuba,1975,1,95,0.0
Cuba,1975,1,100,0.0
Cuba,1980,1,0,411.506
Cuba,1980,1,5,573.122
Cuba,1980,1,10,609.114
Cuba,1980,1,15,596.335
Cuba,1980,1,20,406.037
Cuba,1980,1,25,390.633
Cuba,1980,1,30,323.547
Cuba,1980,1,35,296.808
Cuba,1980,1,40,266.833
Cuba,1980,1,45,221.717
Cuba,1980,1,50,191.153
Cuba,1980,1,55,164.473
Cuba,1980,1,60,148.785
Cuba,1980,1,65,133.193
Cuba,1980,1,70,108.942
Cuba,1980,1,75,78.94
Cuba,1980,1,80,55.928
Cuba,1980,1,85,0.0
Cuba,1980,1,90,0.0
Cuba,1980,1,95,0.0
Cuba,1980,1,100,0.0
Cuba,1985,1,0,401.256
Cuba,1985,1,5,401.353
Cuba,1985,1,10,563.207
Cuba,1985,1,15,591.226
Cuba,1985,1,20,574.371
Cuba,1985,1,25,385.556
Cuba,1985,1,30,371.126
Cuba,1985,1,35,305.868
Cuba,1985,1,40,280.788
Cuba,1985,1,45,251.889
Cuba,1985,1,50,207.778
Cuba,1985,1,55,179.011
Cuba,1985,1,60,154.067
Cuba,1985,1,65,134.476
Cuba,1985,1,70,114.169
Cuba,1985,1,75,85.825
Cuba,1985,1,80,80.3
Cuba,1985,1,85,0.0
Cuba,1985,1,90,0.0
Cuba,1985,1,95,0.0
Cuba,1985,1,100,0.0
Cuba,1990,1,0,460.073
Cuba,1990,1,5,398.055
Cuba,1990,1,10,398.664
Cuba,1990,1,15,557.783
Cuba,1990,1,20,583.685
Cuba,1990,1,25,566.503
Cuba,1990,1,30,379.086
Cuba,1990,1,35,364.654
Cuba,1990,1,40,299.537
Cuba,1990,1,45,273.595
Cuba,1990,1,50,243.375
Cuba,1990,1,55,198.347
Cuba,1990,1,60,167.63
Cuba,1990,1,65,139.089
Cuba,1990,1,70,115.075
Cuba,1990,1,75,89.729
Cuba,1990,1,80,58.069
Cuba,1990,1,85,28.655
Cuba,1990,1,90,8.15
Cuba,1990,1,95,1.565
Cuba,1990,1,100,0.254
Cuba,1995,1,0,416.54
Cuba,1995,1,5,454.552
Cuba,1995,1,10,388.052
Cuba,1995,1,15,388.2
Cuba,1995,1,20,544.863
Cuba,1995,1,25,570.331
Cuba,1995,1,30,555.047
Cuba,1995,1,35,371.891
Cuba,1995,1,40,358.323
Cuba,1995,1,45,292.677
Cuba,1995,1,50,265.148
Cuba,1995,1,55,232.744
Cuba,1995,1,60,185.353
Cuba,1995,1,65,150.989
Cuba,1995,1,70,118.752
Cuba,1995,1,75,90.227
Cuba,1995,1,80,60.598
Cuba,1995,1,85,31.17
Cuba,1995,1,90,11.679
Cuba,1995,1,95,2.407
Cuba,1995,1,100,0.353
Cuba,2000,1,0,384.213
Cuba,2000,1,5,411.698
Cuba,2000,1,10,446.181
Cuba,2000,1,15,376.766
Cuba,2000,1,20,371.992
Cuba,2000,1,25,528.577
Cuba,2000,1,30,556.143
Cuba,2000,1,35,542.043
Cuba,2000,1,40,361.108
Cuba,2000,1,45,347.124
Cuba,2000,1,50,281.714
Cuba,2000,1,55,252.65
Cuba,2000,1,60,217.797
Cuba,2000,1,65,168.033
Cuba,2000,1,70,130.254
Cuba,2000,1,75,94.685
Cuba,2000,1,80,62.388
Cuba,2000,1,85,33.364
Cuba,2000,1,90,13.049
Cuba,2000,1,95,3.539
Cuba,2000,1,100,0.546
Cuba,2005,1,0,350.756
Cuba,2005,1,5,379.6
Cuba,2005,1,10,401.099
Cuba,2005,1,15,434.602
Cuba,2005,1,20,366.654
Cuba,2005,1,25,362.289
Cuba,2005,1,30,519.201
Cuba,2005,1,35,546.949
Cuba,2005,1,40,532.339
Cuba,2005,1,45,352.186
Cuba,2005,1,50,336.353
Cuba,2005,1,55,269.812
Cuba,2005,1,60,237.83
Cuba,2005,1,65,199.255
Cuba,2005,1,70,146.542
Cuba,2005,1,75,105.214
Cuba,2005,1,80,66.745
Cuba,2005,1,85,35.186
Cuba,2005,1,90,14.372
Cuba,2005,1,95,4.079
Cuba,2005,1,100,0.833
Cuba,2010,1,0,318.597
Cuba,2010,1,5,344.862
Cuba,2010,1,10,365.92
Cuba,2010,1,15,386.401
Cuba,2010,1,20,421.491
Cuba,2010,1,25,354.418
Cuba,2010,1,30,351.998
Cuba,2010,1,35,508.912
Cuba,2010,1,40,536.395
Cuba,2010,1,45,520.618
Cuba,2010,1,50,341.684
Cuba,2010,1,55,323.226
Cuba,2010,1,60,254.76
Cuba,2010,1,65,218.367
Cuba,2010,1,70,175.018
Cuba,2010,1,75,120.194
Cuba,2010,1,80,77.616
Cuba,2010,1,85,41.971
Cuba,2010,1,90,17.478
Cuba,2010,1,95,5.078
Cuba,2010,1,100,0.908
Cuba,2015,1,0,301.948
Cuba,2015,1,5,315.856
Cuba,2015,1,10,338.879
Cuba,2015,1,15,359.357
Cuba,2015,1,20,380.179
Cuba,2015,1,25,415.148
Cuba,2015,1,30,349.098
Cuba,2015,1,35,346.885
Cuba,2015,1,40,502.041
Cuba,2015,1,45,527.314
Cuba,2015,1,50,508.479
Cuba,2015,1,55,329.843
Cuba,2015,1,60,306.626
Cuba,2015,1,65,235.011
Cuba,2015,1,70,192.88
Cuba,2015,1,75,144.57
Cuba,2015,1,80,89.572
Cuba,2015,1,85,49.521
Cuba,2015,1,90,21.273
Cuba,2015,1,95,6.343
Cuba,2015,1,100,1.119
Puerto Rico,1950,1,0,185.4
Puerto Rico,1950,1,5,161.6
Puerto Rico,1950,1,10,139.5
Puerto Rico,1950,1,15,109.5
Puerto Rico,1950,1,20,91.0
Puerto Rico,1950,1,25,76.1
Puerto Rico,1950,1,30,66.5
Puerto Rico,1950,1,35,67.2
Puerto Rico,1950,1,40,48.0
Puerto Rico,1950,1,45,40.3
Puerto Rico,1950,1,50,36.7
Puerto Rico,1950,1,55,25.1
Puerto Rico,1950,1,60,26.0
Puerto Rico,1950,1,65,16.7
Puerto Rico,1950,1,70,11.0
Puerto Rico,1950,1,75,7.9
Puerto Rico,1950,1,80,5.7
Puerto Rico,1950,1,85,0.0
Puerto Rico,1950,1,90,0.0
Puerto Rico,1950,1,95,0.0
Puerto Rico,1950,1,100,0.0
Puerto Rico,1955,1,0,179.517
Puerto Rico,1955,1,5,160.53
Puerto Rico,1955,1,10,148.966
Puerto Rico,1955,1,15,113.98
Puerto Rico,1955,1,20,84.008
Puerto Rico,1955,1,25,68.014
Puerto Rico,1955,1,30,61.996
Puerto Rico,1955,1,35,63.0
Puerto Rico,1955,1,40,50.007
Puerto Rico,1955,1,45,46.0
Puerto Rico,1955,1,50,37.998
Puerto Rico,1955,1,55,28.992
Puerto Rico,1955,1,60,27.015
Puerto Rico,1955,1,65,19.963
Puerto Rico,1955,1,70,13.576
Puerto Rico,1955,1,75,8.084
Puerto Rico,1955,1,80,7.583
Puerto Rico,1955,1,85,0.0
Puerto Rico,1955,1,90,0.0
Puerto Rico,1955,1,95,0.0
Puerto Rico,1955,1,100,0.0
Puerto Rico,1960,1,0,180.67
Puerto Rico,1960,1,5,166.237
Puerto Rico,1960,1,10,162.268
Puerto Rico,1960,1,15,124.566
Puerto Rico,1960,1,20,79.085
Puerto Rico,1960,1,25,61.216
Puerto Rico,1960,1,30,58.413
Puerto Rico,1960,1,35,60.997
Puerto Rico,1960,1,40,53.204
Puerto Rico,1960,1,45,53.506
Puerto Rico,1960,1,50,40.398
Puerto Rico,1960,1,55,34.792
Puerto Rico,1960,1,60,29.002
Puerto Rico,1960,1,65,23.998
Puerto Rico,1960,1,70,15.935
Puerto Rico,1960,1,75,11.132
Puerto Rico,1960,1,80,8.931
Puerto Rico,1960,1,85,0.0
Puerto Rico,1960,1,90,0.0
Puerto Rico,1960,1,95,0.0
Puerto Rico,1960,1,100,0.0
Puerto Rico,1965,1,0,181.905
Puerto Rico,1965,1,5,164.674
Puerto Rico,1965,1,10,158.377
Puerto Rico,1965,1,15,117.975
Puerto Rico,1965,1,20,97.568
Puerto Rico,1965,1,25,80.701
Puerto Rico,1965,1,30,70.73
Puerto Rico,1965,1,35,65.732
Puerto Rico,1965,1,40,65.721
Puerto Rico,1965,1,45,60.717
Puerto Rico,1965,1,50,53.818
Puerto Rico,1965,1,55,40.806
Puerto Rico,1965,1,60,31.903
Puerto Rico,1965,1,65,25.933
Puerto Rico,1965,1,70,19.883
Puerto Rico,1965,1,75,14.723
Puerto Rico,1965,1,80,10.807
Puerto Rico,1965,1,85,0.0
Puerto Rico,1965,1,90,0.0
Puerto Rico,1965,1,95,0.0
Puerto Rico,1965,1,100,0.0
Puerto Rico,1970,1,0,161.168
Puerto Rico,1970,1,5,170.869
Puerto Rico,1970,1,10,169.429
Puerto Rico,1970,1,15,143.079
Puerto Rico,1970,1,20,107.679
Puerto Rico,1970,1,25,84.877
Puerto Rico,1970,1,30,73.601
Puerto Rico,1970,1,35,68.338
Puerto Rico,1970,1,40,61.636
Puerto Rico,1970,1,45,59.619
Puerto Rico,1970,1,50,53.113
Puerto Rico,1970,1,55,49.212
Puerto Rico,1970,1,60,40.695
Puerto Rico,1970,1,65,33.033
Puerto Rico,1970,1,70,21.886
Puerto Rico,1970,1,75,13.812
Puerto Rico,1970,1,80,15.819
Puerto Rico,1970,1,85,0.0
Puerto Rico,1970,1,90,0.0
Puerto Rico,1970,1,95,0.0
Puerto Rico,1970,1,100,0.0
Puerto Rico,1975,1,0,165.887
Puerto Rico,1975,1,5,167.031
Puerto Rico,1975,1,10,165.934
Puerto Rico,1975,1,15,164.826
Puerto Rico,1975,1,20,140.985
Puerto Rico,1975,1,25,111.197
Puerto Rico,1975,1,30,86.077
Puerto Rico,1975,1,35,72.903
Puerto Rico,1975,1,40,66.242
Puerto Rico,1975,1,45,58.633
Puerto Rico,1975,1,50,55.815
Puerto Rico,1975,1,55,48.207
Puerto Rico,1975,1,60,43.503
Puerto Rico,1975,1,65,34.117
Puerto Rico,1975,1,70,25.594
Puerto Rico,1975,1,75,13.984
Puerto Rico,1975,1,80,12.228
Puerto Rico,1975,1,85,0.0
Puerto Rico,1975,1,90,0.0
Puerto Rico,1975,1,95,0.0
Puerto Rico,1975,1,100,0.0
Puerto Rico,1980,1,0,172.576
Puerto Rico,1980,1,5,167.659
Puerto Rico,1980,1,10,172.098
Puerto Rico,1980,1,15,167.929
Puerto Rico,1980,1,20,128.572
Puerto Rico,1980,1,25,109.928
Puerto Rico,1980,1,30,106.924
Puerto Rico,1980,1,35,91.434
Puerto Rico,1980,1,40,78.07
Puerto Rico,1980,1,45,68.368
Puerto Rico,1980,1,50,61.205
Puerto Rico,1980,1,55,57.168
Puerto Rico,1980,1,60,50.641
Puerto Rico,1980,1,65,46.0
Puerto Rico,1980,1,70,31.866
Puerto Rico,1980,1,75,21.742
Puerto Rico,1980,1,80,19.668
Puerto Rico,1980,1,85,0.0
Puerto Rico,1980,1,90,0.0
Puerto Rico,1980,1,95,0.0
Puerto Rico,1980,1,100,0.0
Puerto Rico,1985,1,0,165.252
